X,Y,Slope,Intercept,R,P,STD
Time_GRF_Ecc_Max,Time_GRF_Max,0.9993703320643653,0.0003104610930158985,0.9980572429572501,0.0,0.0032971803102092717
Time_GRF_Con_Max,Time_GRF_Max,0.197295263607331,0.039764988160181765,0.24564717142943807,2.392421926306068e-06,0.041147946175126016
