Subject,Style,Trial,Jump Height (Impulse),sqrt JH,Jump Height (Flight),Bodyweight,GRF Impulse (Normalized),Net Impulse (Normalized),Concentric GRF Impulse (Normalized),Concentric Net Impulse (Normalized),GRF_Max (Normalized),Net F_Max (Normalized),GRF at Bottom (Normalized),Average Power (Normalized),Peak Power (Normalized),Depth,Contact Time,RSI (Impulse),RSI (Flight)
9,ST,4,0.097582785,0.312382434,0.20908881,71.29444826,6.528707443,4.253564643,2.460271301,1.410959751,54.32737183,44.52072183,42.74315987,0.019906694,0.034774423,0.234545803,0.232,0.420615453,0.901244873
9,ST,5,0.182133497,0.426771012,0.23732093,71.33915316,7.486404959,4.760156259,3.179737983,1.895066833,52.83522208,43.02857208,36.21489583,0.026614606,0.042021006,0.251408411,0.278,0.655156464,0.85367241
10,SF,1,0.285698098,0.534507341,0.306457813,56.89269467,11.71948277,5.237287121,5.704772148,2.380317798,31.47557011,21.66892011,28.86275662,0.023232159,0.042604346,0.568165427,0.661,0.432221025,0.463627553
10,SF,2,0.283211363,0.532176064,0.346939664,57.10937928,12.14065087,5.226962615,5.792661979,2.370141129,26.99696651,17.19031651,26.47726204,0.022456908,0.042479928,0.619782661,0.705,0.401718245,0.492112998
10,SF,3,0.338679387,0.581961671,0.364102527,57.03421841,11.86099676,5.447447665,5.896617581,2.591776531,34.27293394,24.46628394,26.94294834,0.025556796,0.048394491,0.558229599,0.654,0.51785839,0.556731693
10,SF,4,0.328856145,0.573459802,0.348245174,56.74596394,11.58798502,5.409795518,5.704940977,2.547199677,31.94905636,22.14240636,30.42577621,0.026570593,0.044857406,0.589036945,0.63,0.521993881,0.552770117
10,SF,5,0.321066729,0.566627505,0.35086355,56.91322789,11.44985374,5.379537386,5.69966767,2.51250642,37.34369107,27.53704107,23.12924515,0.024558446,0.047247364,0.478701346,0.619,0.518686154,0.566823182
10,SS,1,0.275975841,0.525334028,0.317589586,57.02631137,9.737140307,5.196661357,4.599311768,2.333975618,29.72470004,19.91805004,25.23028345,0.026096221,0.046493381,0.374650785,0.463,0.596060132,0.685938631
10,SS,2,0.31352826,0.559935943,0.353491732,56.67962819,10.10612778,5.349902531,4.767974908,2.483025458,39.85523675,30.04858675,23.88653637,0.028250431,0.050449313,0.379803101,0.485,0.646450022,0.728848931
10,SS,3,0.309451814,0.556283933,0.352176415,56.65975896,10.47241351,5.333728906,4.977208342,2.466705942,26.20642987,16.39977987,24.51757694,0.026693909,0.047118525,0.466700049,0.524,0.590556896,0.672092395
10,SS,4,0.345657199,0.587926185,0.369466765,56.67178213,10.59293395,5.473862651,5.2448865,2.6167043,45.03687557,35.23022557,23.72803447,0.028110406,0.05000793,0.402166822,0.522,0.662178543,0.707790737
10,SS,5,0.316853296,0.562897234,0.369466765,57.02241545,10.59976827,5.363017171,5.101882351,2.493313451,25.90875866,16.10210866,24.51895433,0.02662929,0.049220939,0.455740735,0.534,0.593358232,0.691885327
10,ST,1,0.238782417,0.488653678,0.289536438,57.6649925,7.485877936,5.034215436,3.536583483,2.193072433,63.01899719,53.21234719,43.45617491,0.032550744,0.054426543,0.189007444,0.25,0.955129668,1.158145752
10,ST,2,0.291285651,0.539708858,0.285972946,57.02584047,8.663230579,5.260323029,4.138556539,2.402779489,37.3174684,27.5108184,29.87119499,0.031702872,0.052948099,0.269200816,0.347,0.839439917,0.824129529
10,ST,3,0.250814795,0.500814132,0.312617615,57.04907713,7.706445873,5.088070323,3.494598862,2.229541012,41.63450348,31.82785348,40.67112242,0.034193056,0.055795624,0.252457165,0.267,0.939381253,1.170852489
10,ST,4,0.266034096,0.515784932,0.288346156,56.95404364,7.272607764,5.154371364,3.426561356,2.298796606,69.67266494,59.86601494,51.13034674,0.039003816,0.064297681,0.177633163,0.216,1.231639333,1.334935906
10,ST,5,0.233568851,0.483289614,0.253777715,56.97634866,7.746515007,5.010459657,3.547564116,2.145213166,54.09683267,44.29018267,37.23685441,0.030885633,0.051452268,0.220983924,0.279,0.837164341,0.909597543
11,SF,1,0.314183194,0.560520467,0.330191131,61.55849598,10.98150831,5.352491208,5.411502502,2.489120802,26.73668311,16.93003311,22.58729649,0.025495523,0.047678004,0.458616197,0.574,0.547357482,0.575245873
11,SF,2,0.300162086,0.547870501,0.357452393,61.77489941,11.14123182,5.296468421,5.362508854,2.430320504,25.27191489,15.46526489,21.27773598,0.024248813,0.047279101,0.49346779,0.596,0.503627661,0.599752336
11,SF,3,0.274518659,0.523945282,0.312617615,61.53781031,9.966349582,5.190511032,4.698381914,2.325172614,29.91250405,20.10585405,23.60564981,0.025014646,0.045312743,0.417515588,0.487,0.563693345,0.641925287
11,SF,4,0.302138737,0.549671481,0.343037843,61.67787053,11.23746765,5.304444403,5.486764898,2.436896748,30.04448734,20.23783734,21.46101979,0.023924087,0.047072826,0.488652485,0.605,0.499402871,0.567004699
11,SF,5,0.26151446,0.511384845,0.270786123,61.5597901,10.97964814,5.134884742,5.374980721,2.266272671,24.35518376,14.54853376,22.30774338,0.022179807,0.042666153,0.453188253,0.596,0.438782651,0.454339133
11,SS,1,0.355504702,0.59624215,0.327651209,61.7438167,10.93376894,5.510691486,5.614213107,2.642798157,28.85147202,19.04482202,24.51289993,0.027468779,0.048677834,0.419074655,0.553,0.642865645,0.592497665
11,SS,2,0.24759772,0.497591921,0.274254,61.54761788,10.74204385,5.073800149,5.271340487,2.211665687,34.53537396,24.72872396,21.33746269,0.021574797,0.04088941,0.436852944,0.578,0.428369757,0.474487889
11,SS,3,0.327147485,0.57196808,0.364102527,61.45572485,9.953474742,5.403189142,4.908154216,2.544751566,31.19839535,21.39174535,25.00173912,0.028734186,0.052198275,0.36549156,0.464,0.705059234,0.784703722
11,SS,4,0.290820644,0.539277891,0.340448887,62.090964,10.63245861,5.258414413,5.168483533,2.393201583,28.00890641,18.20225641,22.42210316,0.024454312,0.046819307,0.434492018,0.548,0.530694606,0.621257093
11,SS,5,0.33279756,0.576886089,0.325121093,61.60481345,10.32829448,5.424969484,5.101379298,2.561456948,30.28805535,20.48140535,24.40945627,0.027864812,0.048311677,0.415842072,0.5,0.665595121,0.650242187
11,ST,1,0.25249726,0.502491055,0.247128806,61.4873496,7.341219746,5.095496896,3.384293133,2.246721733,54.56358132,44.75693132,45.83853457,0.036944189,0.060414214,0.194977723,0.229,1.102608123,1.079165091
11,ST,2,0.15482217,0.393474485,0.19029314,61.54163509,6.319053344,4.612696244,2.61011029,1.75693174,65.42692592,55.62027592,59.69048425,0.030677578,0.053473534,0.162596828,0.174,0.889782588,1.093638735
11,ST,3,0.125361119,0.354063722,0.166910409,61.66159572,6.37987487,4.43815817,2.51679969,1.57536129,54.5290786,44.7224286,46.62594223,0.024613517,0.042423292,0.182233928,0.198,0.633136966,0.842981863
11,ST,4,0.180524357,0.42488158,0.226656198,61.65139517,7.036737997,4.751788547,3.057103403,1.909725353,52.63968465,42.83303465,46.83024596,0.029370879,0.050687753,0.216552542,0.233,0.774782647,0.972773383
11,ST,5,0.182170399,0.426814244,0.233025617,61.64117091,6.99626392,4.76034772,3.00170101,1.91316286,52.38479335,42.57814335,46.77068844,0.030086849,0.051356047,0.216539888,0.228,0.798992978,1.022042181
12,SF,1,0.330839305,0.575186322,0.389932017,67.51615238,11.07587879,5.417441738,5.369267016,2.554758466,35.34872643,25.54207643,23.49793263,0.026481468,0.049060956,0.484469703,0.577,0.573378344,0.675792058
12,SF,2,0.315505175,0.561698473,0.373515685,67.28022189,11.25150488,5.35770823,5.51028095,2.48983275,29.05147969,19.24482969,24.54822463,0.025506015,0.046785252,0.511984359,0.601,0.524967013,0.621490325
12,SF,3,0.288620186,0.537233828,0.330191131,67.46669106,11.03528539,5.249361887,5.39516544,2.38452389,27.80379429,17.99714429,22.5085887,0.023623951,0.045308287,0.476619439,0.59,0.489186756,0.559645985
12,SF,4,0.312870096,0.55934792,0.358777516,67.41889314,11.45684131,5.347298361,5.579055329,2.480153929,25.76458792,15.95793792,23.15167051,0.024529776,0.046267306,0.529975446,0.623,0.502199191,0.575886864
12,SF,5,0.342633773,0.585349274,0.372163593,67.31433326,11.39547356,5.462450311,5.722358691,2.603843991,32.76701845,22.96036845,23.72808171,0.0258866,0.048333855,0.48329959,0.605,0.566336815,0.615146435
12,SS,1,0.257918044,0.507856322,0.320090282,67.46367257,10.55214211,5.119258007,4.956561321,2.249925921,31.82557246,22.01892246,24.0396044,0.023597801,0.044242737,0.463502763,0.554,0.465556037,0.577780292
12,SS,2,0.245555018,0.495535083,0.310146339,67.55988499,10.24260225,5.064691049,4.881481667,2.204266217,33.51722698,23.71057698,23.85631651,0.022864275,0.041383111,0.429785324,0.528,0.465066323,0.587398369
12,SS,3,0.299699794,0.54744844,0.33274086,67.28366725,10.50193039,5.294599243,5.124381505,2.427552755,38.4081324,28.6014824,24.4479837,0.026241588,0.04654923,0.419504789,0.531,0.564406392,0.626630622
12,SS,4,0.261294488,0.511169725,0.31385693,67.81847283,10.38048979,5.133932043,4.925029952,2.267427802,32.71999364,22.91334364,23.7845226,0.024206444,0.043908831,0.431180572,0.535,0.488400913,0.586648467
12,SS,5,0.31231531,0.558851778,0.35086355,67.52273819,10.63088545,5.345101101,5.165635967,2.488420517,28.31549862,18.50884862,24.42110679,0.026226768,0.047996185,0.457934979,0.539,0.579434713,0.650952782
12,ST,1,0.207045924,0.455022993,0.248230828,67.31370992,6.974091988,4.885275538,3.072946659,2.023635109,60.29871188,50.49206188,51.69897788,0.033711642,0.054819536,0.186570269,0.213,0.972046591,1.165402949
12,ST,2,0.206318523,0.454222988,0.246029235,67.15820489,7.098035464,4.881732564,3.139619282,2.021661182,63.37066345,53.56401345,47.16355962,0.032315574,0.05266895,0.193747072,0.226,0.912913817,1.088624935
12,ST,3,0.21641674,0.465206126,0.259385893,67.21713839,7.293776137,4.930373487,3.25635798,2.07955998,60.61162522,50.80497522,44.4882075,0.032212892,0.051605532,0.207457121,0.241,0.897994773,1.07629001
12,ST,4,0.220323643,0.469386454,0.259385893,67.41309668,7.282869564,4.948886864,3.307101528,2.110690228,64.57350596,54.76685596,45.26983851,0.032379445,0.052516491,0.195303826,0.238,0.925729594,1.089856691
12,ST,5,0.206571492,0.454501366,0.250442228,67.48620457,7.334627916,4.882965416,3.243465407,2.017634157,63.18032,53.37367,42.42392972,0.030539583,0.05017976,0.207912091,0.25,0.826285968,1.001768911
13,SF,1,0.31542367,0.561625916,0.30768487,73.49824471,12.8104409,5.357386899,6.607179422,2.488386422,48.56592173,38.75927173,16.40025561,0.020025372,0.049643255,0.470795413,0.76,0.415031145,0.404848513
13,SF,2,0.313626229,0.560023418,0.378948569,73.45130727,12.57779098,5.350289929,5.640908316,2.483167016,35.00604816,25.19939816,17.43849153,0.023070133,0.046922884,0.542512993,0.737,0.425544408,0.514177163
13,SF,3,0.283803557,0.532732163,0.364102527,73.59874265,11.43703485,5.229425405,4.911427043,2.361698043,44.37372002,34.56707002,21.21408524,0.024244966,0.046929085,0.49485297,0.633,0.448346852,0.575201465
13,SF,4,0.374274509,0.611779788,0.35086355,73.74160117,12.58145098,5.579502876,6.440653478,2.714126478,49.8481175,40.0414675,17.34353445,0.023786633,0.053706836,0.429470818,0.714,0.52419399,0.491405532
13,SF,5,0.32047919,0.566108815,0.369466765,73.92926622,12.61454797,5.377240269,5.548991096,2.508929596,40.36831627,30.56166627,20.40680338,0.024391956,0.048168454,0.527298682,0.738,0.434253645,0.500632472
13,SS,1,0.367274566,0.606031819,0.353491732,73.36048816,10.2612389,5.554046902,5.348016076,2.690413926,33.17235287,23.36570287,27.58623955,0.030182881,0.050884803,0.352273928,0.48,0.765155346,0.736441108
13,SS,2,0.428112404,0.654302991,0.389932017,73.38129918,10.65153668,5.767824982,5.713966633,2.899458083,38.35159682,28.54494682,30.24217375,0.032851155,0.053999424,0.351945351,0.498,0.859663461,0.782996019
13,SS,3,0.361950257,0.601623019,0.345636605,73.17524875,11.39889839,5.534521688,5.930871127,2.665256677,40.44796636,30.64131636,31.75540965,0.028666174,0.049978382,0.454779127,0.598,0.605267987,0.577987634
13,SS,4,0.369449011,0.607823174,0.358777516,73.27804699,10.69085821,5.561980257,5.605712924,2.693137874,43.55806591,33.75141591,31.16608717,0.030630861,0.049823773,0.370674368,0.523,0.706403462,0.685999075
13,SS,5,0.426378418,0.652976583,0.349553136,73.10632474,11.06734838,5.761950734,6.031832561,2.913317861,35.9310909,26.1244409,34.39948608,0.033004249,0.05246779,0.383739506,0.541,0.788130163,0.646124096
13,ST,1,0.356702752,0.597245973,0.3548095,73.66717205,9.025917807,5.515137107,4.608138613,2.646808613,52.47452688,42.66787688,30.85824984,0.034612896,0.056145492,0.265114582,0.358,0.996376403,0.99108799
13,ST,2,0.209710018,0.457941064,5.687508864,72.59421377,7.065468421,4.898198771,3.07448629,2.03498139,54.02896176,44.22231176,51.6378621,0.034345579,0.056242075,0.219146333,0.221,0.948914108,25.73533423
13,ST,3,0.20519,0.452979028,0.261646325,73.66086742,7.396532502,4.876223452,3.295336567,2.020472067,44.06844657,34.26179657,40.80755637,0.030380386,0.054551054,0.230736715,0.257,0.798404669,1.018079087
13,ST,4,0.318654243,0.564494679,0.349553136,73.57231134,8.125760414,5.370091764,3.980553413,2.509555913,52.33544971,42.52879971,37.91426352,0.036998348,0.057023334,0.220554855,0.281,1.134000866,1.243961338
13,ST,5,0.287469305,0.536161641,0.321344307,73.84243789,7.96105555,5.2446135,3.792413455,2.380255855,61.8492581,52.0426081,37.67860433,0.035245621,0.056908695,0.223280573,0.277,1.037795323,1.160087752
14,SF,1,0.297390171,0.545334916,0.364102527,116.5391042,10.4239237,5.2852391,5.084314824,2.426712674,31.7506302,21.9439802,24.47049872,0.024988646,0.046911218,0.416287079,0.524,0.567538494,0.694852151
14,SF,2,0.271692536,0.521241341,0.368122028,116.5146987,10.34664066,5.178536114,5.038410787,2.321968737,28.98612824,19.17947824,25.46914709,0.024485818,0.045925026,0.422919509,0.527,0.515545609,0.698523772
14,SF,3,0.286573486,0.535325589,0.343037843,116.9259188,10.13442924,5.240910888,5.027959892,2.380164392,45.10719313,35.30054313,23.01055256,0.024198797,0.047160897,0.334573861,0.499,0.574295564,0.687450587
14,SF,4,0.295512441,0.54361056,0.328919944,116.859434,10.41628706,5.277602461,5.327615314,2.415040264,38.74235777,28.93570777,23.360031,0.023857593,0.047790158,0.341109999,0.524,0.56395504,0.627709817
14,SF,5,0.274920413,0.524328535,0.33146477,116.901825,10.53683259,5.192208342,5.286936537,2.335134887,36.88864566,27.08199566,24.71466976,0.023665052,0.045402021,0.396817969,0.545,0.504441126,0.608192239
14,SS,1,0.315588596,0.561772726,0.346939664,116.4272877,9.820062825,5.358037075,4.934081745,2.492225895,39.25222419,29.44557419,25.16076821,0.027425125,0.050866541,0.312174623,0.455,0.69360131,0.762504755
14,SS,2,0.317765874,0.563707259,0.337869738,116.1405679,9.96592337,5.36660452,4.994396191,2.503507091,45.028366,35.221716,24.18732791,0.026496033,0.051786409,0.325635092,0.469,0.677539176,0.720404559
14,SS,3,0.253599351,0.503586488,0.317589586,116.2619412,9.738893682,5.100348232,4.587882666,2.234286666,35.80733261,26.00068261,24.21385683,0.024076297,0.045325186,0.37180797,0.473,0.536150848,0.671436757
14,SS,4,0.252328892,0.502323493,0.269635068,116.1088754,9.98827317,5.09475482,4.813740018,2.224784418,41.54393868,31.73728868,23.65874263,0.023059892,0.045283901,0.359424918,0.499,0.505669123,0.540350837
14,SS,5,0.226280911,0.475689932,0.287158325,117.1635567,9.566315214,4.976803014,4.527776682,2.115340782,43.11938065,33.31273065,23.5471684,0.022785276,0.041890904,0.332546175,0.468,0.483506219,0.613586165
14,ST,1,0.22056418,0.469642609,0.268486464,116.5817629,8.735388194,4.950021294,3.935198771,2.081741921,39.8916596,30.0850096,23.54965247,0.024336228,0.044636221,0.289100252,0.386,0.571409793,0.695560787
14,ST,2,0.2499329,0.499932895,0.323859713,116.4332841,8.761661352,5.084167602,4.086168649,2.222905149,46.95908085,37.15243085,26.63740034,0.027005479,0.047070662,0.282597686,0.375,0.666487734,0.863625901
14,ST,3,0.222234276,0.471417306,0.301574101,116.3760309,8.527501474,4.957880874,3.878698359,2.103694709,53.20631708,43.39966708,25.77145807,0.025660178,0.045521233,0.267129514,0.364,0.610533724,0.828500277
14,ST,4,0.23726243,0.487095915,0.294322083,117.025624,8.724423636,5.027316586,4.04885489,2.16597809,37.20484328,27.39819328,26.10291572,0.025480899,0.046334152,0.280031387,0.377,0.629343317,0.780695181
14,ST,5,0.225292039,0.474649385,0.306457813,116.6888771,8.404522258,4.972194758,3.760149946,2.112632746,43.8235428,34.0168928,27.0010311,0.02654831,0.047221467,0.278558957,0.35,0.64369154,0.87559375
15,SF,1,0.277514889,0.526796819,0.334019402,101.9561562,9.743618555,5.203139605,4.57829245,2.34237625,31.92323173,22.11658173,24.10418451,0.026592721,0.047762141,0.394540726,0.463,0.599384209,0.721424195
15,SF,2,0.278742953,0.527961128,0.337869738,102.265225,10.36659387,5.20829597,4.894882692,2.345153692,26.59075946,16.78410946,24.19620158,0.025006809,0.044995779,0.457691215,0.526,0.529929568,0.642337905
15,SF,3,0.241398487,0.4913232,0.311380751,102.7797142,8.017452873,5.046037923,3.685817653,2.185400203,44.12388218,34.31723218,33.70324608,0.030342128,0.051791824,0.249600573,0.303,0.796694676,1.027659244
15,SF,4,0.295082726,0.543215175,0.339158087,102.8376009,10.14975647,5.27585142,4.946563908,2.406641558,32.43444004,22.62779004,24.66033803,0.026413693,0.047614303,0.387686103,0.497,0.593727818,0.682410638
15,SF,5,0.29012157,0.538629344,0.348245174,102.1022703,10.48248664,5.255542194,5.055445617,2.388036817,34.03812657,24.23147657,24.99386147,0.02541444,0.045338221,0.434201902,0.533,0.544318142,0.653368056
15,SS,1,0.280046617,0.529194309,0.334019402,102.263189,8.489178448,5.213757348,4.096546706,2.350963006,35.69964946,25.89299946,28.41745919,0.03078617,0.05313736,0.253643225,0.334,0.838462926,1.000058091
15,SS,2,0.308492218,0.555420758,0.345636605,102.1608007,7.967895021,5.329906171,3.914544692,2.482773792,45.46048944,35.65383944,38.50478827,0.037537534,0.062663985,0.209053262,0.269,1.146811219,1.284894443
15,SS,3,0.298667785,0.546505064,0.360105091,102.5141103,8.379516071,5.290421321,4.05653718,2.42863328,37.61657774,27.80992774,31.65720299,0.033461166,0.056957515,0.241565806,0.315,0.948151697,1.143190766
15,SS,4,0.227870295,0.477357618,0.296729616,102.6318723,7.68101743,4.98418868,3.539923874,2.127766274,46.97614778,37.16949778,37.10436061,0.030513176,0.05154282,0.217885172,0.275,0.828619254,1.079016784
15,SS,5,0.241785163,0.491716547,0.296729616,102.5573382,7.401375939,5.047779939,3.462468814,2.197410964,49.66480304,39.85815304,44.7515515,0.034075961,0.05593807,0.198402312,0.24,1.007438181,1.236373399
15,ST,1,0.171360568,0.413957206,0.231957918,101.6700326,6.615704626,4.703407876,2.866037096,1.855952146,60.39311528,50.58646528,52.35702068,0.030208002,0.052931147,0.171322719,0.195,0.878772145,1.189527786
15,ST,2,0.166636599,0.408211464,0.258259354,101.9791354,6.590258514,4.677961764,2.849551813,1.849273513,65.67627757,55.86962757,53.34895203,0.029692775,0.05199149,0.173137192,0.195,0.854546664,1.324406941
15,ST,3,0.170876312,0.413371881,0.249335302,102.72468,6.907311902,4.700815652,3.004643479,1.837652129,50.03335127,40.22670127,46.28946032,0.028171843,0.048956652,0.192093222,0.225,0.759450275,1.108156898
15,ST,4,0.20429524,0.45199031,0.283609544,102.1707404,6.813561422,4.871844722,3.075664949,2.036160049,58.20286687,48.39621687,53.71939148,0.033814377,0.058715331,0.171766148,0.198,1.03179414,1.432371433
15,ST,5,0.227890013,0.47737827,0.291924357,102.6952573,6.837736993,4.984280143,3.135411687,2.135133387,64.78147262,54.97482262,56.00579959,0.037323387,0.063390656,0.163983796,0.189,1.205767263,1.544573319
16,SF,1,0.329143074,0.573709921,0.373515685,71.91711543,12.00097202,5.410903219,6.06339002,2.55260932,26.23603559,16.42938559,26.11756588,0.024926331,0.045658531,0.573382944,0.672,0.489796241,0.555826912
16,SF,2,0.377832155,0.614680531,0.370813953,71.83743528,12.22164477,5.592349367,6.315611675,2.736184425,35.12597562,25.31932562,29.8853932,0.027230196,0.048203007,0.568287127,0.676,0.558923305,0.548541351
16,SF,3,0.323182738,0.568491634,0.416646558,72.22352152,11.94844189,5.38779304,5.837294016,2.522646316,28.80003572,18.99338572,28.14830899,0.025039735,0.044615329,0.622515514,0.669,0.483083316,0.622790071
16,SF,4,0.333231463,0.57726204,0.369466765,72.49156799,11.85979685,5.426634454,6.054071145,2.572710395,30.8848334,21.0781834,30.5587265,0.026096217,0.046201689,0.5718649,0.656,0.507974792,0.563211531
16,SF,5,0.326199704,0.571138953,0.376227224,72.33249565,11.9307461,5.399517195,5.916491214,2.533196964,30.75173862,20.94508862,29.61324617,0.025486353,0.044881025,0.624168456,0.666,0.489789345,0.564905742
16,SS,1,0.329231515,0.573786994,0.377586671,72.21943249,10.8147087,5.411244551,5.301441202,2.545772552,34.82746836,25.02081836,24.60958136,0.026720154,0.048781144,0.452165549,0.551,0.597516361,0.685275265
16,SS,2,0.331018076,0.575341704,0.365439909,72.01604823,11.50805953,5.418129878,5.620865626,2.551384176,27.91961027,18.11296027,25.60748674,0.026036553,0.046620833,0.544842745,0.621,0.53304038,0.588470063
16,SS,3,0.30792593,0.554910741,0.35086355,71.95594257,12.10404261,5.327647462,6.019496369,2.469489069,26.54638285,16.73973285,26.03718238,0.023953561,0.045321293,0.580405615,0.691,0.445623632,0.507762011
16,SS,4,0.260226781,0.51012428,0.362767597,72.7794769,11.16039184,5.129302088,5.142947929,2.259792829,24.62246331,14.81581331,23.25724328,0.022613936,0.041217633,0.571447572,0.615,0.423132977,0.589866011
16,SS,5,0.301335496,0.548940339,0.426711858,72.53880016,11.4597826,5.301206401,5.467271572,2.437016722,26.15565733,16.34900733,23.68194671,0.024556746,0.044983291,0.522829433,0.628,0.479833592,0.679477481
16,ST,1,0.226531233,0.475952974,0.273095589,72.09512536,7.468857045,4.977967945,3.481671593,2.108740593,71.27444434,61.46779434,42.19217298,0.030835063,0.049466416,0.180967618,0.254,0.891855247,1.075179485
16,ST,2,0.214855528,0.46352511,0.258259354,72.12731587,7.080391788,4.922928788,3.262273483,2.085475483,63.25010081,53.44345081,44.22055585,0.032679253,0.057316312,0.1678732,0.22,0.976616038,1.173906153
16,ST,3,0.185624265,0.430841346,0.23732093,72.6106207,7.337718158,4.778182508,3.286928726,1.933611026,56.07843537,46.27178537,39.5307184,0.027271924,0.04512984,0.207937161,0.261,0.711204082,0.909275594
16,ST,4,0.206062962,0.453941584,0.262780219,72.28765185,7.028142664,4.880486314,3.156047183,2.028282433,57.27188384,47.46523384,44.1982817,0.032102884,0.054343873,0.181287532,0.219,0.940926766,1.199909677
16,ST,5,0.234723502,0.484482716,0.290729172,72.48379308,7.840058734,5.015743534,3.563596689,2.151439089,49.40925203,39.60260203,37.24791275,0.030961453,0.050372273,0.245326488,0.288,0.815012158,1.009476291
17,SF,1,0.074262087,0.27251071,0.086734916,83.41595378,7.930998568,4.076985118,3.143513898,1.221410498,33.48939709,23.68274709,26.06311984,0.014130452,0.024730309,0.316827156,0.393,0.188962054,0.220699532
17,SF,2,0.144844783,0.380584791,0.17238252,83.18716131,8.821504526,4.555611776,3.879454052,1.692571102,32.36256602,22.55591602,23.71940536,0.018787888,0.034079768,0.326760601,0.435,0.332976513,0.396281654
17,SF,3,0.310838034,0.557528505,0.305233207,83.24539693,9.663973381,5.339240731,4.806821275,2.472838575,32.18159921,22.37494921,24.42717646,0.028342818,0.052475268,0.293153208,0.441,0.704848149,0.692138792
17,SF,4,0.235050368,0.484819934,0.267340311,83.5397392,9.73423562,5.01723697,4.552973455,2.150344205,29.33609829,19.52944829,23.43686991,0.023445665,0.043647792,0.372103795,0.481,0.488670205,0.555801063
17,SF,5,0.301615238,0.549195082,0.291924357,82.99582731,10.87251178,5.302334578,5.517098809,2.447617359,26.35759014,16.55094014,26.19444941,0.025676371,0.046901266,0.418722391,0.568,0.531012742,0.513951333
17,SS,1,0.301002627,0.548637063,0.341742139,83.20000092,9.428462936,5.299863286,4.53382495,2.43520185,32.68509579,22.87844579,25.84483144,0.028920255,0.050388587,0.324535664,0.421,0.71497061,0.811739048
17,SS,2,0.282980774,0.531959373,0.312617615,83.06087572,9.256536105,5.226002955,4.526144189,2.358874539,46.42197625,36.61532625,24.81252433,0.027944899,0.049445163,0.281111497,0.411,0.688517697,0.760626799
17,SS,3,0.299481963,0.547249452,0.31385693,83.07777726,8.990825039,5.293717989,4.330815855,2.428325755,41.95742971,32.15077971,26.17113832,0.030295725,0.053045502,0.27442725,0.377,0.794381865,0.83251175
17,SS,4,0.210646296,0.458962195,0.281255948,83.59229693,8.138915546,4.902721046,3.669942462,2.051845212,39.99184282,30.18519282,32.27474419,0.027039515,0.048245489,0.264687971,0.33,0.63832211,0.852290751
17,SS,5,0.349180865,0.590915277,0.377586671,83.24331006,9.380340467,5.487100417,4.733344574,2.624914824,42.91263763,33.10598763,26.43431644,0.031902061,0.054562317,0.280684965,0.397,0.87954878,0.951099926
17,ST,1,0.030595705,0.17491628,0.068853715,83.20595322,5.900299089,3.644769589,1.922158557,0.774780507,56.61806419,46.81141419,31.20101266,0.009887977,0.018498671,0.187302756,0.23,0.133024805,0.29936398
17,ST,2,0.132661851,0.364227746,0.159751554,83.10291106,7.297680036,4.483171486,3.078857007,1.617666157,40.46308315,30.65643315,30.48352901,0.021245341,0.036620687,0.215968515,0.287,0.462236414,0.556625625
17,ST,3,0.224698588,0.474023826,0.247128806,83.25801973,9.480483353,4.969424353,4.349370201,2.103647351,25.84123436,16.03458436,23.4128797,0.023631635,0.043185681,0.348757481,0.46,0.488475192,0.537236534
17,ST,4,0.210499725,0.45880249,0.203057721,82.62056497,7.736135613,4.902013763,3.549403289,2.048985839,66.18666917,56.38001917,32.52301653,0.028002285,0.046586771,0.189737136,0.289,0.728372751,0.702621871
17,ST,5,0.132955109,0.364630099,0.163311368,76.43678904,7.525014882,4.484953382,3.213310084,1.624632784,58.14791615,48.34126615,28.77344833,0.019887188,0.033573268,0.229054324,0.31,0.428887447,0.526810865
18,SF,1,0.237914472,0.487764771,0.281255948,76.48697872,10.23760989,5.030278742,4.742133315,2.172791015,32.39767136,22.59102136,24.05599006,0.022578959,0.040206172,0.445672085,0.531,0.448049853,0.529672218
18,SF,2,0.277732915,0.527003714,0.312617615,76.34812454,10.53887348,5.20405588,4.983007013,2.335211513,32.2523967,22.4457467,23.89318678,0.024969164,0.042895942,0.444593997,0.544,0.510538447,0.574664733
18,SF,3,0.28262753,0.531627247,0.317589586,76.56407062,10.92219573,5.224532077,5.350882361,2.369660761,27.25730206,17.45065206,27.24724512,0.024289429,0.042010873,0.485228375,0.581,0.486450138,0.546625794
18,SF,4,0.228401785,0.477913993,0.265055362,76.53626727,9.988044195,4.986652695,4.63825932,2.12775692,30.14009021,20.33344021,22.80840264,0.022397749,0.040894576,0.417364612,0.51,0.447846637,0.519716396
18,SF,5,0.272308527,0.521831895,0.289536438,76.42479297,10.67287549,5.181151493,5.1452528,2.31113095,33.0121928,23.2055428,23.89316253,0.02411,0.041925529,0.442552284,0.56,0.486265226,0.517029353
18,SS,1,0.179208163,0.423329851,0.265055362,76.32221156,9.736501273,4.744916423,4.063135406,1.886059106,35.11677591,25.31012591,21.20287092,0.01986772,0.036298886,0.424006316,0.509,0.352078906,0.52073745
18,SS,2,0.201471481,0.448855746,0.260514883,76.65267075,9.888774162,4.857962712,4.479824012,1.998741562,36.18047451,26.37382451,21.61216281,0.020434244,0.037897929,0.411230753,0.513,0.392731932,0.507826283
