,,GRF_1h_(Normalized),GRF_1h_(Normalized),GRF_1l_(Normalized),GRF_1l_(Normalized),GRF_2h_(Normalized),GRF_2h_(Normalized),GRF_2l_(Normalized),GRF_2l_(Normalized),GRF_(Normalized),GRF_(Normalized),GRF_diff_(Normalized),GRF_diff_(Normalized),Impulse_1h_(Normalized),Impulse_1h_(Normalized),Impulse_1l_(Normalized),Impulse_1l_(Normalized),Velocity,Velocity
,,mean,r_CI,mean,r_CI,mean,r_CI,mean,r_CI,mean,r_CI,mean,r_CI,mean,r_CI,mean,r_CI,mean,r_CI
Style,Time,,,,,,,,,,,,,,,,,,
SS,2200.0,30.197586206896553,43.90242072400103,1.7893103448275862,0.4516064541334332,0.043873416470096516,0.02578781859929056,0.3468889434076552,0.5349047360086058,0.3907623598777517,0.5343110747880604,0.3675048377699043,0.5329668497191573,1086.4673618496977,113.1454289568716,966.3764321202435,100.7955659589885,-8.307410680908621,1.475394043553714
SS,2201.0,29.985862068965513,43.8410501626121,1.715862068965517,0.4927576995194452,0.041615660813543245,0.024742154670712304,0.3457835451454078,0.5341285682005977,0.38739920595895116,0.5335181371750158,0.3664801121558272,0.532231771986502,1086.4974535738356,113.15320492157345,966.3781847064505,100.79566106935086,-8.3168282501257,1.475575957590816
SS,2202.0,29.821724137931035,43.82614209669827,1.783103448275862,0.47329972580637547,0.04049224181353606,0.02349179947250649,0.3455934781282326,0.5338938573087258,0.38608571994176866,0.5335433352276914,0.3642870524866871,0.5318123425277098,1086.5273573669392,113.16095751865173,966.3799341892092,100.79576438929679,-8.326248157662752,1.475757620676765
SS,2203.0,29.78379310344827,43.78673533711157,1.7265517241379311,0.44930705281398914,0.040356376818047844,0.02224931520122612,0.3446304534954005,0.5334890204036965,0.38498683031344844,0.532908361155831,0.36264965254700604,0.5315897494421088,1086.55716012556,113.16870326903992,966.3816890167953,100.79586243656773,-8.335669271387623,1.4759389536634349
SS,2204.0,29.684137931034485,43.758080375475174,1.8465517241379312,0.4485223434919909,0.039315841440582325,0.021872067281154105,0.3458402671602468,0.5330186625117449,0.38515610860082916,0.5325422567641971,0.3629143866253308,0.5310851834018421,1086.586894091077,113.1764302796151,966.3834755685194,100.79595277762535,-8.345090849918167,1.4761198699092528
SS,2205.0,29.712413793103448,43.751983202849374,1.793103448275862,0.4565841722690068,0.038476433540756146,0.02140796978773492,0.34632417753159106,0.5329594417469634,0.3848006110723472,0.5321941708163133,0.3619717343309995,0.5314087527668092,1086.6165923669391,113.18414860171127,966.3852953961057,100.79604839742427,-8.35451252155833,1.4763006597595802
SS,2206.0,29.567586206896554,43.733879235200604,1.779655172413793,0.4768368802862793,0.03828209899665569,0.020498106474224242,0.3446666981994799,0.5327665395644268,0.38294879719613567,0.532566857137678,0.3614459446960365,0.5305305481181868,1086.6462323669393,113.19187321529314,966.387081775416,100.7961412128964,-8.363935296854196,1.476481602689592
SS,2207.0,29.62896551724138,43.663373086498254,1.780344827586207,0.4768098928915564,0.03840400327190461,0.0196048466045364,0.3451662784491384,0.5319561215931329,0.38357028172104307,0.5312559204777977,0.3602862623080292,0.5302448220657687,1086.6758306428012,113.19959439939538,966.3888617754161,100.7962484595456,-8.373358687314736,1.476662571424602
SS,2208.0,29.554137931034486,43.621458460990894,1.8379310344827586,0.47478004110888805,0.03820514868736466,0.018550698465116387,0.3452555273391848,0.5314244985441661,0.3834606760265496,0.5307665033757845,0.3596530488774235,0.5296482737041053,1086.7054221945255,113.20730423475193,966.390670913347,100.79635644905314,-8.382781821835863,1.4768432031726366
SS,2209.0,29.388965517241378,43.60674508753344,1.8341379310344827,0.48225005581003794,0.03683158529561053,0.017711981183099922,0.344636609674313,0.5311949536686482,0.38146819496992357,0.5305833543114155,0.35917585526000434,0.5293848350445239,1086.7348937462496,113.21500645187572,966.3925069478298,100.79644045319267,-8.392206007400365,1.4770233151689491
SS,2210.0,29.360000000000003,43.57658953755283,1.8531034482758622,0.5039708101667316,0.03675031071488866,0.01694651239518049,0.34452114663304334,0.5308411547558088,0.38127145734793205,0.5307812653496436,0.35897872547002935,0.5284363136795525,1086.7642682290082,113.22270167906255,966.3943505685195,100.79653907027541,-8.401631287574206,1.477203408690092
SS,2211.0,29.359310344827584,43.558608338026126,1.7834482758620689,0.450479054357686,0.03604486707851926,0.016043138461210832,0.34449790482915454,0.5306446442798606,0.38054277190767394,0.5299652628808403,0.35687319825226366,0.5289740609694285,1086.7936278841805,113.2303862707213,966.3961688443816,100.79663088845294,-8.41105703045958,1.477383267121717
SS,2212.0,29.17172413793103,43.49551394570103,1.8117241379310345,0.4659845723703528,0.03494073712064797,0.014986145758206384,0.3435353396809809,0.5298325426490305,0.3784760768016289,0.5295803184162579,0.35588648105711684,0.5277377760644792,1086.8228934014219,113.2380668874289,966.3979664305884,100.79671220700338,-8.420484171035223,1.4775629332425235
SS,2213.0,29.106206896551726,43.48058914656268,1.7782758620689656,0.5059559507872776,0.03404988370423704,0.01391840718465082,0.3429507356828768,0.5296723080045438,0.37700061938711393,0.5288580977021875,0.3558155430908057,0.5281029023895494,1086.8520323669393,113.24574908757539,966.3997614305885,100.79682044328227,-8.42991308268713,1.4777428731720241
SS,2214.0,29.05241379310345,43.431490812754085,1.7506896551724136,0.45283218376077483,0.03344875855400913,0.013408834523273712,0.34267011675510584,0.5290587314363483,0.37611887530911503,0.5285499507868231,0.35476265224970266,0.5272378203279502,1086.881111677284,113.25343089616732,966.4015259133471,100.79692658373817,-8.439343172939783,1.4779224965512785
SS,2215.0,29.042068965517238,43.39929537805265,1.8010344827586207,0.4695390798139961,0.03373566995548665,0.012680346088761998,0.3429069390054843,0.5286658732434573,0.376642608960971,0.5280115015160926,0.3546022932703946,0.5269604006069162,1086.9101589186635,113.26109918774135,966.4033017754161,100.79702377219398,-8.448773442197647,1.47810158258468
SS,2216.0,28.95655172413793,43.36310802350223,1.7013793103448278,0.48683732023586107,0.03292901851428452,0.011741669847411589,0.34142891984620105,0.5282732852143888,0.3743579383604856,0.5274212290334749,0.3530852262667869,0.5267788898463737,1086.9391582290082,113.26873565282891,966.4050529823127,100.79712405822812,-8.458204591923986,1.4782802009024303
SS,2217.0,28.92206896551724,43.3502399736851,1.7044827586206897,0.46195085129538566,0.03149646041119972,0.01094142253467124,0.34245133550794593,0.5280505067513971,0.3739477959191456,0.5273875248134279,0.35167075108694396,0.5265543397476105,1086.968097539353,113.27636299901596,966.4067559133471,100.7972226780677,-8.467637089056847,1.478458765908956
SS,2218.0,28.81655172413793,43.29302934412695,1.7251724137931035,0.4907952565514641,0.03114937114805084,0.010699216411998986,0.3418693134580611,0.5273228723441588,0.373018684606112,0.5270552417972328,0.35125774159846584,0.5254302715464361,1086.9969668496979,113.28398284687185,966.4084707409334,100.79731315757323,-8.477070255816583,1.4786372966717418
SS,2219.0,28.663448275862073,43.26783523660462,1.7589655172413792,0.4626569959694484,0.030287657972885358,0.009706351751581053,0.34113604747849274,0.526965057335352,0.3714237054513782,0.5264498075869442,0.3507604769371663,0.5253187745134229,1087.0257068496978,113.29159948353254,966.4102128098989,100.7973878825748,-8.486504684621554,1.4788155535268537
SS,2220.0,28.732413793103447,43.229949497752905,1.7982758620689654,0.46322871858158615,0.03101220183488066,0.009354953836237885,0.34183579483944837,0.5265183449817102,0.372847996674329,0.5260333814519925,0.34942213903356334,0.5249090192459166,1087.0544047807323,113.29922689130984,966.4119914305885,100.79746095200512,-8.495939198770492,1.47899368226315
SS,2221.0,28.645862068965513,43.179522016871566,1.7541379310344827,0.4552967685413759,0.030763029696700358,0.008590856942271102,0.340514859738366,0.5259305470188439,0.3712778894350664,0.5255903551728233,0.3493469289231726,0.524093071917702,1087.0830939186633,113.30685305696385,966.4137676374851,100.79754951411284,-8.505373785827436,1.4791717444292267
SS,2222.0,28.56100327586207,43.16501419762451,1.7610344827586206,0.4732359930479237,0.029403846140963436,0.008202126171364087,0.34088900332017724,0.5256836971214122,0.3702928494611407,0.5253547662924768,0.3492830900381765,0.5239212942533916,1087.1116973513358,113.31446603890028,966.4155252236919,100.7976537957398,-8.51480965045799,1.479349836876847
SS,2223.0,28.50758620689655,43.118548369557224,1.772758620689655,0.44843240536134626,0.029063129621640597,0.007073661462876055,0.34085207347835256,0.5250967362199187,0.36991520309999315,0.5247333701123891,0.34662554970583104,0.5235152691598215,1087.1402316460772,113.32206616346978,966.4172921202436,100.79775136634372,-8.524246196431708,1.4795276186548745
SS,2224.0,28.513793103448275,43.08990861517206,1.7813793103448274,0.46041979812987577,0.02910775478646702,0.007204558589550916,0.340911133510922,0.5247484370777027,0.37001888829738894,0.524261318043517,0.34725463432535847,0.5232551486495151,1087.1687423357323,113.3296642923849,966.4190691892093,100.79784142916183,-8.53368287938601,1.4797049882999096
SS,2225.0,28.42310344827586,43.043531001702924,1.736551724137931,0.473158442684352,0.02911715642637494,0.006835146190606623,0.3392154995822051,0.5242234410446709,0.36833265600858006,0.5240636247981381,0.346608889247474,0.5223354166716355,1087.1972107840081,113.33726672467972,966.4208281547265,100.79794591823867,-8.543120353613856,1.4798825158119884
SS,2226.0,28.37514431034483,43.01901821382095,1.6593103448275863,0.4722183174774314,0.027823294220863038,0.006366331924789639,0.339017491128547,0.5239097728892821,0.3668407853494101,0.5234872611208177,0.34728234861746826,0.5222911732414945,1087.2256099078875,113.3448630509314,966.422526085761,100.79804994050735,-8.552559416893176,1.4800599623708943
SS,2227.0,28.292758620689657,42.96061399130198,1.6582758620689657,0.4424620367700283,0.027137744632901483,0.006035721910344854,0.33872983311391647,0.5231584488368181,0.36586757774681805,0.5226365326583204,0.34482941538651146,0.5218026125990207,1087.253943859353,113.3524502567454,966.4241848788645,100.79813182762746,-8.561999712711629,1.4802368153461145
SS,2228.0,28.253793103448274,42.923995420691924,1.7041379310344829,0.4534410293402242,0.02753095304180537,0.005692909205075761,0.3384528766005537,0.5227073354031069,0.36598382964235926,0.5223842773745336,0.34460155689425437,0.5211196249224388,1087.282217135215,113.36004520630806,966.425866085761,100.79820446195505,-8.571440437007935,1.480413628770997
SS,2229.0,28.215862068965517,42.91945230793741,1.7151724137931035,0.4847094285440957,0.02706484927474205,0.005682134009693371,0.3385913772540837,0.522622226895959,0.36565622652882585,0.5220208724609682,0.34471401104168936,0.5213395300565906,1087.3104519628014,113.36763709948748,966.4275757409333,100.79827994672557,-8.58088126697985,1.4805906517470822
SS,2230.0,28.176896551724138,42.87942448967265,1.6693103448275861,0.4376199879687277,0.026612870484288943,0.005211916675523615,0.33798975874819026,0.522140048448205,0.36460262923247916,0.5214787108030301,0.3435052281965762,0.5209719748836326,1087.3386483421116,113.37522105850127,966.4292679823127,100.79835966936191,-8.590322787551967,1.4807674693822115
SS,2231.0,28.12793103448276,42.830811441512786,1.6637931034482758,0.47026345885454807,0.02638016857511061,0.004982850219679507,0.3372465854678223,0.5215632743528235,0.3636267540429331,0.5212011776598795,0.3440535826004619,0.5200266684194239,1087.3668007559047,113.38282080587273,966.4309345340369,100.79845262087484,-8.599765322860332,1.4809443056920746
SS,2232.0,28.06931034482758,42.796367870765785,1.6775862068965517,0.4723128158372316,0.025431325723506815,0.005242878370739628,0.33777022210637686,0.5210738211261927,0.3632015478298837,0.5207230614219718,0.3440427598345657,0.5196122378864222,1087.3948993765944,113.39041628225408,966.4326052236919,100.79854571544593,-8.609208558709394,1.481121123329246
SS,2233.0,27.94724137931034,42.771733560903996,1.6410344827586207,0.438138982867572,0.02475640971359546,0.0046638055732692325,0.33646860380406435,0.5207616131860642,0.3612250135176598,0.520362392671814,0.34308963565092354,0.5193601510807977,1087.4229076524566,113.39798968408631,966.4342645340367,100.79863222028693,-8.61865299542872,1.4812975709167964
SS,2234.0,27.960689655172413,42.758658700714726,1.7234482758620688,0.4534032542863998,0.025444153395403554,0.004979446781831209,0.33713289789030415,0.5205742907587543,0.36257705128570766,0.5201718459966449,0.34413797182622313,0.519115224048186,1087.4508616179737,113.40556912714692,966.4359467754161,100.79871644704492,-8.62809774439632,1.481473834961984
SS,2235.0,27.971379310344826,42.69734819520529,1.6555172413793102,0.45132759037043324,0.025457013232248554,0.0049239783696131065,0.33639374556599544,0.5198777674749049,0.3618507587982441,0.5197126713089156,0.34372237143147133,0.5181607816909082,1087.4788276524564,113.41314907952824,966.4376362581748,100.79880304754413,-8.637542180491277,1.4816499807984969
SS,2236.0,28.85857142857143,44.18133085109043,1.6978571428571427,0.4784727323572687,0.02508600517274603,0.0053818781560858045,0.3479933408348686,0.5378992199261408,0.37307934600761467,0.5372709012792788,0.35692556005551385,0.5365019994432313,1099.8143614971868,115.65070466969011,959.8794732673952,103.81972570850309,-8.65467609904701,1.5346944711147938
SS,2237.0,28.890357142857145,44.15158521966898,1.6060714285714286,0.47774948796272404,0.02450490346688155,0.005336301415609121,0.34799435486615976,0.5375616666994428,0.37249925833304126,0.5370368920513922,0.3553849274230452,0.5361913492466193,1099.8432359614726,115.65842714272247,959.8811252316809,103.81978583543705,-8.66410995974484,1.534877128754445
SS,2238.0,28.847499999999997,44.126408323374584,1.6339285714285714,0.4829658790697655,0.024139738908727625,0.004913215287948901,0.34801980986095843,0.5372259161160642,0.37215954876968604,0.5368303984905168,0.35515454632433074,0.535754390969825,1099.872104890044,115.6661573001096,959.8827452316809,103.8198522751399,-8.673544280341288,1.5350598767222818
SS,2239.0,30.816172230769233,47.44078376309645,1.5680769230769231,0.4736386733083396,0.023284794937157627,0.00517307845775416,0.37175531756977753,0.5775863409019023,0.39504011250693527,0.5774563387349432,0.38169507285578425,0.5755738358874294,1102.955237789355,116.54903543115515,946.8353498648868,110.50397075815513,-8.832018919465275,1.6118828179713307
SS,2240.0,30.759999999999998,47.39924096223517,1.6403846153846153,0.42493881631334074,0.023458711452811924,0.005363594054134913,0.3719094642863261,0.5770191375590166,0.395368175739138,0.5767238547154565,0.3812470325511862,0.5752034583447079,1102.9860258754702,116.55791802232092,946.8369540956561,110.5040350170451,-8.841430365321152,1.6120885578666708
SS,2241.0,30.75,47.36812387166107,1.4907692307692306,0.47692609345835085,0.02280079653805622,0.005088080838731687,0.37056757293245934,0.5767277138015072,0.3933683694705155,0.5764109720347816,0.3817604183263646,0.5748489212311024,1103.0167808754702,116.56679703336184,946.8385196725792,110.5040977963587,-8.850842647048548,1.6122941646752935
SS,2242.0,30.74269230769231,47.333833656528085,1.548846153846154,0.4703335615840641,0.02282647138179202,0.005325604376866247,0.37118549719213273,0.5762620188051475,0.39401196857392484,0.5758460654478113,0.3819123784374593,0.5745120446668268,1103.0475272216243,116.57569022408596,946.8400394802715,110.50415900384974,-8.860255606879525,1.6124998772912347
SS,2243.0,30.795,47.35460522494358,1.5596153846153844,0.4640612446195482,0.023440448043666462,0.004774999365178838,0.37158680357744045,0.5765354206297125,0.3950272516211069,0.576349528004485,0.3808487754380444,0.5746061607375644,1103.078296067778,116.58459568526706,946.8415937110408,110.50421990088522,-8.869667737269427,1.6127055880671202
SS,2244.0,30.75423076923077,47.281616379230776,1.6273076923076923,0.49784198025723636,0.023361742446494946,0.004848834699621785,0.37207913729080516,0.575588643959952,0.3954408797373002,0.5753236329738887,0.38111096024828595,0.5737544502344839,1103.1090706831626,116.59350213770912,946.8431871725791,110.5042809208723,-8.87907915320375,1.612911324506972
SS,2245.0,30.735384615384614,47.28479488962047,1.544230769230769,0.4464708898564758,0.023645484264279357,0.00452223902381762,0.3704544193429327,0.5757114163637644,0.39409990360721214,0.5758862841878583,0.3780018572631368,0.5735246151282118,1103.139815490855,116.60242519681947,946.8447729418099,110.5043443005558,-8.888491032812077,1.6131173950431739
SS,2246.0,30.746153846153845,47.26166815772016,1.595,0.4686695063807656,0.024427649600874884,0.0048947548561845385,0.3705342587196689,0.5754332438786637,0.3949619083205439,0.575214417959296,0.3805773719437362,0.5734252413372015,1103.1705562600857,116.61138368243292,946.8463425571946,110.50440672013768,-8.897903151906112,1.61332371788137
SS,2247.0,31.9932,49.082384564672275,1.6056,0.4736310980049746,0.024924428382717086,0.00504039630452179,0.38534530140332784,0.5976246910384219,0.410269729786045,0.5971816071931383,0.39575793180178565,0.5956875642781877,1108.933995842681,120.90336494339958,908.3239624594825,95.03564548270955,-9.050612394805551,1.660766049146431
SS,2248.0,31.972799999999996,49.071270803878306,1.6096000000000001,0.45726360925334947,0.02455739927411011,0.005564238275298201,0.38534440212994087,0.5974655371855945,0.40990180140405086,0.597083622105493,0.3968117412458387,0.5954238710239927,1108.9659788426811,120.91257797783024,908.3255700594824,95.0357534241978,-9.060008959039957,1.6609863002210876
SS,2249.0,31.8832,49.03126873582869,1.5116,0.4860327813678206,0.023628891327188453,0.0054169940943569654,0.38406166389191126,0.5969971397510778,0.40769055521909986,0.5968747353622781,0.3953189850195514,0.5947748374910422,1108.997906842681,120.92178817073143,908.3271306594823,95.03587890220582,-9.069406812861645,1.6612066319211223
SS,2250.0,31.92,49.043748645138535,1.6764,0.49879936484706977,0.02409780730090432,0.005797618246686402,0.38621579168003534,0.5970351307234042,0.4103135989809397,0.5966234433742125,0.3961910211462997,0.5951582686754366,1109.0298084426809,120.93099964473154,908.3287246594824,95.03599449448521,-9.078804460784546,1.6614270860504825
SS,2251.0,31.88,49.006064318124785,1.5584,0.4725125341994076,0.023841800719647498,0.005226257179082786,0.38463659692202135,0.5966515204346592,0.4084783976416688,0.5965653071028865,0.3950258632114009,0.5944329764466156,1109.061708442681,120.94023747754042,908.3303420594824,95.03609311380026,-9.088201714786234,1.6616476089364383
SS,2252.0,33.17125,50.97754990919831,1.5629166666666665,0.48544326531777776,0.023635350952136033,0.005205634447321449,0.3999515369866822,0.6206817540759627,0.4235868879388182,0.620622659791979,0.4102874322775456,0.6183534625192701,1123.4034631694594,123.67755450700977,922.1793231869606,96.22790138868098,-8.98343489248129,1.720470660294989
SS,2253.0,33.20625,50.97270429992061,1.5908333333333333,0.46653235447638686,0.023633195330060044,0.005401448304187924,0.4007713518420428,0.6205918282311659,0.4244045471721028,0.6207453168750373,0.4097062331848704,0.6181530493561681,1123.4366519194593,123.68697190855688,922.1809000619605,96.22803130060569,-8.992817546763735,1.720699438780319
SS,2254.0,33.130833333333335,50.94208514624443,1.5558333333333332,0.5018637552111859,0.022928608074303258,0.005697301600225957,0.4002207632451049,0.620196179378029,0.42314937131940816,0.6199895291387748,0.4094751476216281,0.6181505451103494,1123.4698204611261,123.69640387444626,922.1824733952939,96.22815869200782,-9.00220041980449,1.7209280998284127
SS,2255.0,33.16833333333333,50.93518908524431,1.5670833333333334,0.4845454746905593,0.023746992246842426,0.005163911807316436,0.4000342403064261,0.6201585249875231,0.42378123255326855,0.6199705527724495,0.40827242657737567,0.618105278286641,1123.5029700444595,123.70584372867285,922.1840348536272,96.22828078546746,-9.011583604502553,1.721156922131049
SS,2256.0,33.17166666666667,50.899334236100195,1.6420833333333331,0.5032125569878029,0.02434618619220019,0.005086647522088423,0.4001919912284137,0.6197157191395997,0.424538177420614,0.6196304669479911,0.408992791907501,0.6174724910566751,1123.5361400444594,123.71530508484713,922.1856394369606,96.22841190167186,-9.020966094797567,1.7213858984260888
SS,2257.0,33.16041666666666,50.90792490161139,1.56125,0.498635055654123,0.023857875743105054,0.005572033475831599,0.39958934677146124,0.6198483560330741,0.4234472225145663,0.619530716243759,0.40952982816787475,0.6177991700222326,1123.569306086126,123.7247862054099,922.1872411036273,96.22854926094134,-9.030348752097598,1.721614938900826
SS,2258.0,33.01958333333334,50.86988043155607,1.55875,0.4908307720439837,0.022357915151613072,0.005027961937614123,0.3994005448466558,0.6192849876452817,0.4217584599982687,0.6188496079926086,0.40840436589785695,0.6175164898696469,1123.6023960861262,123.73426502110863,922.1888011036273,96.22866616282327,-9.039732799256342,1.7218438335623663
SS,2259.0,33.12083333333333,50.820825571964704,1.5570833333333336,0.5097115820436394,0.02418322032670524,0.00532574751308351,0.3988677832653588,0.6188090768230704,0.423051003592064,0.6184403458615398,0.4090592791444956,0.6167661880992187,1123.6354662944595,123.74375908766581,922.1903590202938,96.22877929258587,-9.049117044524547,1.7220726621093423
SS,2260.0,33.11083333333333,50.787886485358136,1.5675,0.5111846053101633,0.02457236632338958,0.005082206853988566,0.39811314954980054,0.6184518693660799,0.42268551587319014,0.618106770798938,0.4079329659709057,0.6163856608980146,1123.668582127793,123.75328158081196,922.1919213119605,96.22891771566866,-9.058500826264815,1.7223017208972153
SS,2261.0,33.05625,50.786501371274376,1.5599999999999998,0.5320152634701654,0.023892179004865195,0.005463761455911549,0.3983986554455199,0.6183719813553125,0.4222908344503851,0.6178313393657036,0.41004134447247303,0.6164163782607904,1123.7016656694595,123.76281709438048,922.1934850619606,96.22905256886028,-9.067884988089652,1.722530887119622
SS,2262.0,32.90624999999999,50.78918387690878,1.5199999999999998,0.5170071761270838,0.021815773938316654,0.005367509766801537,0.3977969034271161,0.6183168692767906,0.4196126773654329,0.6179542089215743,0.40808750191373916,0.6164283195893036,1123.7346469194595,123.77238245897723,922.1950250619607,96.22918731027865,-9.077270686333746,1.7227605977386655
SS,2263.0,34.39869565217391,52.908634117712396,1.4856521739130435,0.5092887247602421,0.022824989646639923,0.005168453600312757,0.4140776957559829,0.644256198389098,0.4369026854026227,0.6443082080275556,0.42461205327496365,0.6417560998475044,1139.3486359248272,126.48283438654701,938.5483535429153,96.58131389208849,-8.926562899849737,1.7776664562398776
SS,2264.0,34.41,52.88976007140651,1.5534782608695654,0.4604941681855822,0.0236582781465715,0.005273125422332918,0.41447201647786047,0.6440007021028203,0.4381302946244318,0.6436284337472927,0.42253571080367125,0.6420567126467438,1139.3830402726533,126.49255683498053,938.5498731081327,96.58148093312799,-8.935932033359723,1.7779047824899579
SS,2265.0,34.37869565217392,52.867956489463566,1.4508695652173913,0.4766443824842056,0.023006640727777188,0.005134663825727235,0.413364571373227,0.6437909049888557,0.43637121210100427,0.6433645236706739,0.42318827599750286,0.6418149545093618,1139.4174346204795,126.5022998081146,938.5513752820456,96.58162271056788,-8.94530143260636,1.778142943707692
SS,2266.0,34.4195652173913,52.86731414297074,1.5134782608695654,0.531343940932244,0.023916893932271095,0.005869337690626879,0.41369451854317435,0.64379478649954,0.4376114124754455,0.6433344690250252,0.4243049326998846,0.6417372474559244,1139.4518337509141,126.51207108378715,938.5528574559587,96.58176324857223,-8.954671091294072,1.7783814111468763
SS,2267.0,34.39869565217391,52.84477435744564,1.427391304347826,0.5041983234854283,0.023999784145719693,0.005367755260014947,0.412348515846618,0.643600809063071,0.4363482999923377,0.6431064147869371,0.4239122108418704,0.6414964873914896,1139.486242881349,126.52184871631664,938.5543278907413,96.58191140284137,-8.964040761437838,1.7786199049696794
SS,2268.0,34.41608695652174,52.84010701349897,1.5978260869565217,0.5131226483064159,0.024821031640255856,0.005430033808239594,0.4137209510562755,0.6434588955145775,0.4385419826965313,0.6433945419958798,0.4227164529477356,0.6410558410795067,1139.5206502726535,126.5316512848648,938.5558404994371,96.58208747759925,-8.973409966296492,1.7788587940527032
SS,2269.0,34.39260869565217,52.82529032693084,1.452173913043478,0.48404124523855974,0.024052789932425232,0.005028559514005537,0.41241074586920945,0.6433531201818379,0.4364635358016346,0.6431208208761551,0.42284132858209317,0.6410632896505709,1139.5550546204793,126.54149011874928,938.557365499437,96.58227653278598,-8.982779113537244,1.7790982462680451
SS,2270.0,34.29260869565218,52.8330352238747,1.4647826086956521,0.49858052471839176,0.023862138680624062,0.005490075790486842,0.4114007395051729,0.6434286753140142,0.4352628781857969,0.6429013779075011,0.4230677433048466,0.6413666597224028,1139.589397229175,126.5513605698126,938.5588239776978,96.58245660551775,-8.992149900330249,1.7793378664048056
SS,2271.0,34.30608695652174,52.8342462717435,1.4178260869565218,0.514236779959276,0.02380709071170791,0.005594803132161187,0.4112416822400772,0.6434690014649763,0.43504877295178507,0.6431899567709018,0.4228977196000484,0.6411658165653933,1139.623696577001,126.56127335878391,938.5602652820456,96.58265268189015,-9.001521394504682,1.7795778637872781
SS,2272.0,34.313043478260866,52.83183840527346,1.4908695652173913,0.5357383891480395,0.023359298981141405,0.0056580855578046855,0.4125505039377563,0.643354469080309,0.43590980291889775,0.6434229054213955,0.42374958011501046,0.6407621915960232,1139.6580061422185,126.57121322860152,938.5617196298718,96.58286775310602,-9.010892565216746,1.7798186734881998
SS,2273.0,34.43,52.80301237075495,1.5126086956521738,0.4928081037551419,0.02451707248619005,0.005686954687733812,0.4132088115406051,0.6430527245136299,0.43772588402679524,0.6427668584592122,0.4224805987153676,0.6408782455684401,1139.6923776639576,126.58115786010487,938.5632213690021,96.58306496566156,-9.020262397373275,1.7800595589593748
SS,2274.0,34.37130434782609,52.822627131160374,1.5095652173913043,0.5156932770108841,0.024019837804171554,0.00569219842765313,0.41297970864341044,0.643259710558759,0.4369995464475821,0.6432548060348042,0.42290968384203426,0.6407900503998597,1139.7267783161315,126.59110266221289,938.5647324559586,96.58325069169588,-9.029631684658037,1.7802997331727897
SS,2275.0,34.42217391304348,52.84315100610991,1.5421739130434782,0.5235667488202863,0.02384128497592538,0.006092040934815501,0.4140499073604015,0.643473265970824,0.43789119233632684,0.6431905523819776,0.4234743439795214,0.6413359375782046,1139.761175055262,126.60107585196069,938.5662583255238,96.58344817533894,-9.039000889288644,1.7805401686256375
SS,2276.0,34.33608695652174,52.84735501342895,1.4669565217391305,0.5139298416424697,0.022965506365323338,0.0055385355799578,0.41288774797773575,0.6435369325254613,0.43585325434305916,0.6430479868228204,0.424064849056407,0.6415302089853615,1139.7955541856968,126.61108482125633,938.5677628907413,96.583638717942,-9.048370667065305,1.7807810266794182
SS,2277.0,34.41913043478261,52.862235811117564,1.4673913043478262,0.47921835166883486,0.023634625103063335,0.005814941375408632,0.41329765065918805,0.6437545240158611,0.4369322757622515,0.6436362264218185,0.42310777951682427,0.6414376193343198,1139.8299317943925,126.6211022764843,938.5692300646543,96.5838229541636,-9.057740924300253,1.7810219484556653
SS,2278.0,34.332173913043476,52.86277849210187,1.452173913043478,0.5186674027880642,0.02289499286186625,0.005699361961116885,0.41270695470648155,0.6437331334402263,0.43560194756834786,0.6437838542039911,0.42453186218204997,0.6411443518008577,1139.8643074465663,126.6311240736198,938.5706898472631,96.58402066399492,-9.067111307188586,1.7812632352889877
SS,2279.0,34.37869565217392,52.86983893997457,1.5817391304347828,0.4955139813693484,0.024184935383064467,0.005601508511122628,0.41359996753664396,0.6437933101737119,0.43778490291970845,0.6437509961759483,0.4228320714744294,0.6414001711360112,1139.898662881349,126.64117189606652,938.5722068037848,96.58422137907235,-9.076481263763343,1.7815048094989505
SS,2280.0,34.29130434782609,52.9132295976975,1.608695652173913,0.5403366910625278,0.023554072939428645,0.005671856961298502,0.41344507080427073,0.644260049526031,0.4369991437436993,0.643991157217861,0.42414094069587904,0.6420296711179727,1139.932997881349,126.6512435833077,938.573802021176,96.58440407385858,-9.085850521740012,1.7817464059843713
SS,2281.0,34.39478260869565,52.92396452833311,1.5291304347826087,0.5011548411170882,0.023818783755822092,0.006104443531531201,0.4135243932260924,0.6444676573612789,0.43734317698191466,0.6441933616707848,0.42398029983410923,0.6422506798876161,1139.9673409248273,126.66134871892751,938.5753709342196,96.58458980371317,-9.09522000057965,1.781988436354947
SS,2282.0,34.41173913043478,52.92418383531712,1.5295652173913044,0.46832085490756886,0.02441757279000318,0.005608565745789197,0.41322114494400214,0.6445073239588711,0.4376387177340053,0.6440154244726821,0.4229487500009856,0.6425153390621724,1140.0017441856967,126.67150148484792,938.5769002820456,96.5847815698807,-9.10458915963229,1.7822308425380724
SS,2283.0,34.52913043478261,52.93908976811026,1.6191304347826088,0.5174263791059006,0.024746747403585848,0.0055201253428963605,0.41552372355446054,0.644633897210261,0.44027047095804644,0.6442277006998588,0.42439796220456805,0.6425833710221391,1140.0362146204793,126.68166196227745,938.5784746298717,96.58497276484711,-9.113956855037944,1.7824732656884723
