,,GRF_1h_(Normalized),GRF_1h_(Normalized),GRF_1l_(Normalized),GRF_1l_(Normalized),GRF_2h_(Normalized),GRF_2h_(Normalized),GRF_2l_(Normalized),GRF_2l_(Normalized),GRF_(Normalized),GRF_(Normalized),GRF_diff_(Normalized),GRF_diff_(Normalized),Impulse_1h_(Normalized),Impulse_1h_(Normalized),Impulse_1l_(Normalized),Impulse_1l_(Normalized),Velocity,Velocity
,,mean,r_CI,mean,r_CI,mean,r_CI,mean,r_CI,mean,r_CI,mean,r_CI,mean,r_CI,mean,r_CI,mean,r_CI
Style,Time,,,,,,,,,,,,,,,,,,
SF,1989.0,45.285581395348835,35.52192037556242,50.7653488372093,45.18949076721601,0.517647619135967,0.44580675471540016,0.6767135298501,0.550656754187684,1.194361148986067,0.7211499350408082,1.0503466637173486,0.645021797747212,1137.4116240426865,74.71642583753437,893.1860540842282,67.99624748077372,-6.055303833495863,1.227522858178827
SF,1990.0,44.9560465116279,35.39575243672768,50.795348837209296,45.20665133869862,0.5153988729326727,0.44419879043495475,0.6749109705863426,0.5508192862528066,1.1903098435190154,0.720594898488658,1.0457695453889928,0.6441752883226195,1137.45674485664,74.72393619928494,893.2368344330655,68.02001267062424,-6.063918147999611,1.227779389630749
SF,1991.0,44.681395348837206,35.26561333047373,50.767674418604656,45.195358158127206,0.5132358749634761,0.4425436349699676,0.6734227461306402,0.5505765629871481,1.1866586210941164,0.719729499524678,1.0387260572810335,0.6431761516303581,1137.5015635775703,74.73138608181401,893.2876159446934,68.04379513247292,-6.072536313767305,1.2280351404279437
SF,1992.0,44.336976744186046,35.14560845855609,50.78883720930233,45.201823574729254,0.5097859864975594,0.44109347807931887,0.6725980439183448,0.550520523263301,1.1823840304159041,0.7192919481289841,1.0352278671686688,0.6419725939318236,1137.5460727636166,74.73877099479927,893.3383942005073,68.06758719255097,-6.0811584424415495,1.228290248321215
SF,1993.0,44.01720930232558,35.00320539715702,50.76813953488372,45.20037974475133,0.5078633881924666,0.4392222305456567,0.6699958121586493,0.5504927865395803,1.177859200351116,0.7183582031966516,1.029638844675104,0.6409584928823601,1137.59024985664,74.74608633529967,893.3891726888794,68.09139591644141,-6.089784970826166,1.2285445478772015
SF,1994.0,43.809999999999995,34.894180526183476,50.709767441860464,45.2182471867105,0.5060307796681455,0.4379114028749915,0.6683972345252989,0.55057749309785,1.1744280141934444,0.7177777112693743,1.025615840489726,0.6403697877054342,1137.634163461291,74.75332547149314,893.4399116423676,68.11521180888815,-6.098415477218894,1.2287978082647504
SF,1995.0,43.37162790697675,34.76841817898857,50.666744186046515,45.20464030648354,0.5023563981610067,0.43626642605885474,0.6657483497336583,0.5503781841959723,1.1681047478946651,0.7170343629993627,1.0211912553857945,0.63907433164859,1137.6777542752448,74.76049865825705,893.4905998981817,68.13903418369645,-6.107050860837849,1.229049964637186
SF,1996.0,43.08023255813953,34.66460390819034,50.62418604651163,45.21834811553308,0.4996192792813513,0.4349641506713641,0.6640294739525169,0.5504669434440741,1.1636487532338684,0.7164300459674927,1.0169772878155314,0.638568655955727,1137.7209802054772,74.76761375039459,893.5412453632979,68.16286909936483,-6.115691634087285,1.2293012490666813
SF,1997.0,42.75302325581396,34.54579660389638,50.69558139534883,45.220891242079034,0.497024817214323,0.4334353472474793,0.6631263317965225,0.5504585890645496,1.1601511490108456,0.7157413652750482,1.012964570850696,0.6376757066416693,1137.7638968333843,74.77467246921715,893.5919052470189,68.1867206806297,-6.124336384136162,1.2295517676853491
SF,1998.0,42.551162790697674,34.42739468081514,50.67116279069768,45.22006739269342,0.4955322423649451,0.4319093271977392,0.6617562466897727,0.5503967595015846,1.157288489054718,0.7150844363238023,1.0082435073229083,0.6367071668520314,1137.8065489264075,74.78166412697762,893.642588619112,68.21058697268172,-6.13298431431713,1.2298014045415144
SF,1999.0,42.26162790697674,34.28474979071466,50.623023255813955,45.21812696087605,0.4925181944597736,0.43009467876837815,0.6603095608621777,0.5503075720798207,1.1528277553219515,0.7143726255445684,1.0029003213245204,0.6354508490909557,1137.8489553217564,74.7885806247525,893.6932357121352,68.23447305573683,-6.141635906194941,1.2300501877353909
SF,2000.0,41.98441860465117,34.18504538705149,50.71581395348838,45.23036860428144,0.49112575408934317,0.42876116591835994,0.6590431798680386,0.5504613953079056,1.1501689339573817,0.7138814675056098,0.9994239633421624,0.6348133351373892,1137.8910783450121,74.79544109055463,893.7439051307398,68.2583926540021,-6.1502910578503025,1.2302983524637
SF,2001.0,41.65046511627907,34.04791510595459,50.6160465116279,45.21215596991668,0.48759738092691507,0.4269912159368689,0.6569757376610462,0.5501849689730882,1.1445731185879615,0.7128987930800851,0.9948032015087963,0.6335322069256104,1137.9328957868727,74.80224513226526,893.7945710609724,68.28233680136118,-6.158950336824029,1.2305457135091122
SF,2002.0,41.43604651162791,33.93432625727617,50.67674418604651,45.21669865439107,0.4856681409068312,0.42551542844671003,0.656947306807112,0.5501982294048677,1.1426154477139432,0.7121742068958804,0.9911471239888247,0.6327765634713006,1137.9744390426865,74.80899171773089,893.8452174563212,68.306298943205,-6.167613392540878,1.230792241365491
SF,2003.0,41.190000000000005,33.82474761282109,50.71186046511628,45.23763041907321,0.48435295894378394,0.42401758189323374,0.6554449321288417,0.5504745774009893,1.1397978910726254,0.7117925668918184,0.9872491171097781,0.6320555437418196,1138.0157520659423,74.81568614025169,893.8959117586468,68.3302843908688,-6.176278835871485,1.2310382056076075
SF,2004.0,40.92558139534884,33.7192572149759,50.643255813953495,45.224489244672675,0.4813339997741016,0.4226700050921776,0.6541363217422421,0.5502551422885256,1.1354703215163438,0.7110233807394482,0.9852364911892466,0.6309598887067928,1138.05680985664,74.82232559157772,893.9465893167863,68.35428967582926,-6.18494785176519,1.2312834286529284
SF,2005.0,40.69441860465117,33.577044708390126,50.62651162790698,45.23117497008578,0.4792792687701829,0.4207664218534384,0.6527181375264935,0.5503437214404163,1.1319974062966764,0.7102078907315057,0.9798648895309773,0.6300248320599066,1138.09761985664,74.82892420515829,893.9972242005073,68.37831535580482,-6.193620767901283,1.2315278285512226
SF,2006.0,40.43813953488372,33.482588188942216,50.6139534883721,45.23308533525994,0.47740727322675325,0.4194627299285586,0.6512223757863631,0.5503756654279701,1.1286296490131165,0.7098033206643838,0.9768089064996416,0.6291023429899343,1138.13818613571,74.83547538889191,894.0478444330655,68.40235865226046,-6.202297104373629,1.2317715665396562
SF,2007.0,40.19395348837209,33.36405963837482,50.64906976744186,45.216478817786914,0.4743100442938015,0.41793253653840806,0.6516225276911203,0.5500885058996524,1.1259325719849218,0.7090054751311284,0.9711676898786885,0.6280729776490688,1138.1785021822213,74.84196544196503,894.0984759446933,68.42641027306267,-6.2109764732631305,1.2320147577467309
SF,2008.0,40.08139534883721,33.25802315950275,50.60883720930232,45.18667735381924,0.47397723050386464,0.41647707233501,0.6497072018388358,0.5497597741646094,1.1236844323427004,0.7086537404080118,0.9667242879083895,0.6263616575250981,1138.21863985664,74.84839873974616,894.1491048981818,68.45046997145724,-6.2196583147609665,1.2322571233362065
SF,2009.0,39.799302325581394,33.163724366873836,50.56558139534884,45.179733062744525,0.47101745427794567,0.4151796489825839,0.6484023086180597,0.5496625208525165,1.1194197628960054,0.7082729258391356,0.9628671335610166,0.6253012933646642,1138.2585802054773,74.85478927807516,894.1996921074841,68.4745374724498,-6.228343412663346,1.2324987637444482
SF,2010.0,39.57953488372093,33.061288770399564,50.593023255813954,45.18509999055514,0.46974607502262306,0.41373701514979433,0.6470573452967314,0.5497782794085819,1.1168034203193544,0.707616395978514,0.95893193738317,0.6247146318442947,1138.298269624082,74.86113264071672,894.2502714098096,68.49862671858314,-6.23703195107174,1.2327398000125134
SF,2011.0,39.31581395348837,32.92882415326712,50.58790697674419,45.18855974849396,0.46715481503936124,0.411971664196367,0.6462656275765366,0.5498121353554832,1.1134204426158978,0.706889154158022,0.9547518898233329,0.6236985262220796,1138.3377172985006,74.8674303014236,894.3008618749259,68.52273791888062,-6.245723489140272,1.2329802891671415
SF,2012.0,39.133720930232556,32.789219557397836,50.55627906976744,45.161451539928805,0.46576177080650316,0.4101047569779016,0.6447963408568275,0.5494905382197015,1.1105581116633305,0.7057907604912582,0.9498185846735192,0.6223860924336487,1138.3769420659423,74.87367981143048,894.3514339679491,68.54684957813502,-6.254418149863132,1.233220067901733
SF,2013.0,38.9086046511628,32.688189445527705,50.516046511627906,45.152997562354564,0.46332817453604336,0.40871764651297804,0.6436185081057642,0.5493968522099443,1.1069466826418075,0.7051277662502242,0.9467018549400673,0.6214681722527049,1138.415963228733,74.87987628106251,894.4019701307399,68.57097430735912,-6.26311604746598,1.2334589116072507
SF,2014.0,38.624186046511625,32.57216457015612,50.47488372093024,45.12740447154924,0.4600767492866726,0.4071670106743048,0.6425306592073617,0.5490691545055845,1.1026074084940343,0.7042220486696538,0.944349903874296,0.6201436756758864,1138.454729624082,74.88603436853832,894.4524655958562,68.59511761822311,-6.271817920420411,1.2336970014014008
SF,2015.0,38.494651162790696,32.454071246832385,50.42116279069768,45.113798068269205,0.45995353045382414,0.40553916220712455,0.6403610637126006,0.5489664322600369,1.100314594166425,0.7035929640135834,0.9400608982771277,0.6189136562357799,1138.4932890426865,74.8921452543081,894.502913619112,68.61926910145222,-6.2805231094190805,1.2339346133677993
SF,2016.0,38.31976744186046,32.36153364764973,50.40418604651163,45.08589374821511,0.4574036008546616,0.4042893860227258,0.6402578416311945,0.5485872169193816,1.0976614424858562,0.7030179743692326,0.9344438461943294,0.6178387238283208,1138.531696251989,74.89821325854368,894.5533262935305,68.64342772660716,-6.289230771400756,1.2341717961982575
SF,2017.0,38.124883720930235,32.22307581721301,50.39744186046512,45.07850307883004,0.455817554007413,0.40242355261425217,0.639200208329608,0.548507975175586,1.095017762337021,0.7021026155621408,0.9304954862719421,0.6166863909887538,1138.5699185775702,74.904243210753,894.603727107484,68.66759808534201,-6.297941081798343,1.2344083682317155
SF,2018.0,37.985813953488375,32.11917672761506,50.356279069767446,45.05426668545073,0.45364070681741897,0.40107913363364023,0.6389418962796163,0.5481567960710015,1.0925826030970354,0.7011544797123401,0.9276430311058841,0.615694598314335,1138.6079739264073,74.91022271698822,894.6541039679491,68.69178185710562,-6.306653931615626,1.2346442013516097
SF,2019.0,37.67906976744186,31.980492151356664,50.33441860465116,45.03613076594691,0.4509275081270151,0.39914353350885234,0.6373705543613599,0.5479931726126197,1.0882980624883751,0.700175967963916,0.9222920195006228,0.6145275206406097,1138.645806368268,74.91615862408288,894.7044493167864,68.71596475371358,-6.315370141282834,1.2348792711653918
SF,2020.0,37.6153488372093,31.87270746210804,50.3153488372093,44.99729826493427,0.45073926173387147,0.39768881393909167,0.6363492674839495,0.5475375027810822,1.087088529217821,0.6994012255059524,0.917661944554007,0.6131298139612347,1138.6834535775704,74.92205415755224,894.7547742005073,68.74014435572965,-6.324089097986981,1.2351136411457795
SF,2021.0,37.43279069767441,31.745688363962344,50.28302325581396,44.97973504564132,0.4483909557540775,0.3959975431968315,0.6358843374298174,0.5472997621122825,1.0842752931838948,0.6983541333406457,0.9160730157452857,0.6118938112416893,1138.7209776473378,74.92790517222022,894.8050733865538,68.76432542173522,-6.332810066075779,1.2353471271459526
SF,2022.0,37.27279069767442,31.63249738257002,50.19046511627907,44.97015228577435,0.44714275872155496,0.39442877842787305,0.6336617284887478,0.5472270825315014,1.080804487210303,0.6977891381563555,0.9130316581952689,0.6106478967897949,1138.7583304380355,74.93372316386869,894.8553101307399,68.78851950371633,-6.341534176185582,1.2355799959138605
SF,2023.0,37.07976744186047,31.521244318717343,50.20606662790698,44.93983677847194,0.4457273604104208,0.39289904944883847,0.6327451371112948,0.5468982870044427,1.0784724975217157,0.6966784563081035,0.909219165705094,0.6097214332447342,1138.7955067171051,74.93951484327575,894.905508396612,68.81272981840583,-6.350261187693217,1.2358124105569668
SF,2024.0,36.88325581395349,31.4190104928981,50.18186046511628,44.92858750793836,0.44409962800809544,0.3914504089100196,0.6314584355000948,0.5468021285695374,1.0755580635081903,0.6962653965435021,0.9043388263551502,0.6086195019075519,1138.8324882287332,74.9452713817296,894.9557023601585,68.83694783678403,-6.358990822412702,1.2360442294867702
SF,2025.0,36.58023255813953,31.30520094142598,50.18534883720931,44.88551554192803,0.4410617889608464,0.38987317582490566,0.6308243224049562,0.5462985763696118,1.0718861113658025,0.6949511484676204,0.8999816479441608,0.6076448558762061,1138.8692199729192,74.9509837871524,895.0058859648097,68.86116773581753,-6.367723750325265,1.2362754545531178
SF,2026.0,36.4,31.17152495128433,50.06581395348837,44.882799090185095,0.43862489648610614,0.3880713699968089,0.629164906268028,0.5462614076246827,1.0677898027541342,0.69432269856959,0.8961775459566197,0.6063573624091478,1138.9057100891982,74.95664024078604,895.056011546205,68.88538677359293,-6.376460562368205,1.236505865499687
SF,2027.0,36.17,31.057546552956463,50.11046511627907,44.85945365147443,0.43629277655947335,0.38648137082150286,0.6291175480196185,0.5459973882051579,1.0654103245790918,0.6934829696414294,0.89204588000105,0.60523944249187,1138.9419950891981,74.96224433039603,895.10609968574,68.90961118759584,-6.385200612304538,1.236735457509569
SF,2028.0,36.05837209302326,30.927775503687602,50.03232558139535,44.84112536428374,0.43560815256733976,0.38472553357582295,0.627222166546975,0.5458130681757469,1.0628303191143147,0.6926396032986756,0.8883933782941851,0.6039478142695472,1138.9781092752448,74.96781202629359,895.1561710810888,68.93384799388366,-6.3939431419826915,1.2369643912853543
SF,2029.0,35.92581395348837,30.827878611077576,49.97883720930233,44.79175309680839,0.4344782022566933,0.38332370772588725,0.6258563782716305,0.5452363268543006,1.060334580528324,0.691517844752962,0.8864164879404316,0.6025851645983957,1139.014101368268,74.97335840361636,895.206176662484,68.95808550980232,-6.40268820953287,1.2371926760317213
SF,2030.0,35.724186046511626,30.710830978163937,49.916744186046515,44.78207392083399,0.43199777298019915,0.38176347425758567,0.6247244899304012,0.5451271087555135,1.0567222629106006,0.690658163437223,0.8829277367501073,0.6017412142056425,1139.049926368268,74.97887321999168,895.2561244531819,68.9823220002314,-6.41143633111115,1.237420350030911
SF,2031.0,35.65860465116279,30.58301865230817,49.90418604651163,44.75314217228138,0.4313914378983932,0.3800253948419881,0.6244292643511459,0.5447659417329166,1.0558207022495392,0.689632840322806,0.8802167094662692,0.6003171411915371,1139.085617763617,74.98434994093115,895.306034918298,69.0065608919412,-6.42018670962857,1.2376473389114073
SF,2032.0,35.512093023255815,30.476811086567746,49.88976744186047,44.72998159566836,0.43015830145130246,0.37854710878445547,0.6232954049599827,0.5445313117516927,1.053453706411285,0.6887276061132583,0.8774477268520676,0.599318871306568,1139.1212031124542,74.98980019525874,895.3559318950422,69.03080137403698,-6.42893872242424,1.2378736017761425
SF,2033.0,35.38302325581395,30.358226694890075,49.84837209302326,44.69337000296481,0.4285821925726838,0.3769259634396777,0.6226646390972849,0.5440817870534675,1.0512468316699686,0.687858434620291,0.8741380938233475,0.5977785562780719,1139.1566506705935,74.99521504280247,895.4058009648097,69.05504260326524,-6.437693022155201,1.2380991662970104
SF,2034.0,35.0486046511628,30.23362267022648,49.74767441860465,44.670558227037425,0.4247630542423762,0.37521116287185957,0.6208597980258065,0.5438253312501026,1.0456228522681827,0.6869921313457533,0.8706031444319015,0.5965150639036279,1139.191866484547,75.00058615941755,895.4555989880655,69.07927849509423,-6.44645123731323,1.2383239999650333
SF,2035.0,34.95813953488372,30.11646550523969,49.72744186046511,44.64316037828536,0.42442221548511205,0.3735773045853962,0.6196687527888186,0.543541303388304,1.0440909682739308,0.6861106519332442,0.8671776887511873,0.5952559753899213,1139.2268698566402,75.00591677141962,895.5053365462051,69.10352030863565,-6.455213030402959,1.238548143465628
SF,2036.0,34.768837209302326,30.00942117535562,49.72277386046512,44.62995287877157,0.4220506730112197,0.3721276910801937,0.6193951216349969,0.5433798624123921,1.0414457946462166,0.685566644297866,0.8631353208502153,0.5941842146365004,1139.2617333450123,75.01120686141826,895.5550616540655,69.12776710016614,-6.4639769120215,1.2387716058485
SF,2037.0,34.58976744186046,29.91992199655843,49.633953488372086,44.600651832946305,0.42008178874484925,0.3708520039912919,0.6180041117050529,0.5430369569366018,1.038085900449902,0.6848739991997321,0.85924342529533,0.5931269308593954,1139.2964126473378,75.01646010529136,895.6047400177399,69.1520078915133,-6.472743796173951,1.2389944587609285
SF,2038.0,34.52069767441861,29.841177095425767,49.55162790697674,44.556382234910785,0.4199315833834745,0.3696947962017646,0.6162773425821914,0.5425364492974912,1.0362089259656662,0.6842585007877675,0.8548593799230553,0.5918406530148166,1139.330967879896,75.02167286140859,895.6543328084376,69.17624771938362,-6.481513298760744,1.2392168115663087
SF,2039.0,34.374883720930235,29.74677922553914,49.48558139534884,44.53628443165615,0.4183840519841866,0.3683720039842054,0.6148506454754695,0.5423222488351405,1.0332346974596562,0.6838855930237444,0.8509478481056841,0.59058528923404,1139.3654156705936,75.02685519750742,895.7038514130888,69.20049126093288,-6.49028522694903,1.239438657071427
SF,2040.0,34.2206976744186,29.66529536292184,49.44372093023256,44.4978653361777,0.4162734537496401,0.36724444886140123,0.6145302663436291,0.5418366561217864,1.0308037200932691,0.6832326118205699,0.8475873245708815,0.5893856763947156,1139.3997134612914,75.03201742080698,895.7533160642515,69.22472637880851,-6.499059857740255,1.2396599459426783
SF,2041.0,34.151162790697676,29.567293673224988,49.416046511627904,44.459732040713156,0.4159112933040483,0.3658417079736627,0.6135314826424525,0.5414039243888478,1.029442775946501,0.6822052735775808,0.8433019212107862,0.5884081443245367,1139.433899391524,75.03714875382218,895.8027459479725,69.24894801603392,-6.507836384492236,1.2398805708079155
SF,2042.0,33.993720930232556,29.463557663407112,49.38418604651163,44.459197646694925,0.4144742896604996,0.3643944601667488,0.612430707692073,0.541436886668907,1.0269049973525728,0.6816427295236189,0.8413240424198961,0.5875092383602988,1139.4679718333844,75.04225203534554,895.8521460642515,69.27317791183403,-6.516614860605585,1.240100773089113
SF,2043.0,33.85186046511628,29.345481202382103,49.3639534883721,44.416676026516456,0.41313524794776485,0.36276109648201194,0.6115034110352369,0.540957169381482,1.0246386589830019,0.6808214407024357,0.8363327672485337,0.586011357110286,1139.501894624082,75.04732420188806,895.901520134019,69.29741304735352,-6.5253957387774175,1.2403204730708077
SF,2044.0,33.81162790697674,29.252012024173954,49.22279069767442,44.39527133508745,0.411821152184967,0.361527028832564,0.610573225442715,0.5406409723999829,1.0223943776276818,0.6799178524699128,0.8354867838798608,0.5850348735564201,1139.5357263682681,75.05235728660807,895.9508135061119,69.32164276933094,-6.534178872259112,1.2405393377137073
SF,2045.0,33.64232558139535,29.178448238909926,49.210465116279074,44.35182251250395,0.4108656158882654,0.3603853594076658,0.6090511244069902,0.54020038290089,1.0199167402952556,0.6793767412325664,0.8304028826526764,0.5838829313118178,1139.569453345012,75.05736580060795,896.0000301340191,69.34586909408272,-6.542964366700151,1.2407576360078858
SF,2046.0,33.62837209302325,29.10561258416126,49.10232558139535,44.31116838636042,0.410263023707358,0.35937782527372863,0.6079924847589196,0.5396848267054978,1.0182555084662777,0.6785959328655369,0.8244086390671562,0.5831196272470797,1139.6030886938495,75.06235980295195,896.0491865293678,69.3700860034246,-6.5517519305757705,1.2409755971793914
SF,2047.0,33.485813953488375,29.019725864428086,49.09744186046512,44.275769221631684,0.40878688937784274,0.3581503290620446,0.6078000860803474,0.5392574493269657,1.01658697545819,0.6777382687982166,0.8217336836202148,0.5820799986888231,1139.6366457868726,75.06733315353509,896.0982864130888,69.3942939162167,-6.560541159333808,1.2411930700599156
SF,2048.0,34.15238095238095,29.58262791798997,50.19952380952381,45.244767602967286,0.41747560785576027,0.364941830928023,0.6205755281146053,0.5510944190663392,1.0380511359703657,0.6917974745299506,0.8377738942439811,0.5938317256239394,1130.4648981870007,75.31733662613792,894.4044882141385,71.0120937816574,-6.63503062121742,1.2662550805378239
SF,2049.0,33.99023809523809,29.493774822164582,50.12119047619048,45.20234505418798,0.41636680286505173,0.3636392273810757,0.6187658499689329,0.5506361697503314,1.0351326528339846,0.6910367241145926,0.8328871971047482,0.592695427912722,1130.4989694965245,75.32272572202979,894.4546485712814,71.03695230298894,-6.643800679323019,1.2664807913660303
SF,2050.0,33.88452380952381,29.406376416102024,50.034285714285716,45.169817203002005,0.41557490879979603,0.36237855466812485,0.6169755620239294,0.5502832510807494,1.0325504708237256,0.6901310020386241,0.8298665315519057,0.5918013082719195,1130.5329068774768,75.32808661693666,894.5047263093768,71.06180236939677,-6.65257348776119,1.2667060172070563
SF,2051.0,33.80666666666667,29.31583085713412,49.932380952380946,45.13713507055704,0.4141267829268739,0.3611457993074172,0.615987896053618,0.5498644591413933,1.030114678980492,0.6894853744302384,0.8257003377129399,0.590652571966295,1130.566752472715,75.33342752693962,894.5547096427099,71.08664784713503,-6.661348805186288,1.2669307495622608
SF,2052.0,33.69976190476191,29.233001505071186,49.894047619047626,45.09499880415544,0.4124854624135197,0.3600031796561484,0.6158212122408958,0.5493284888891591,1.0283066746544156,0.6885915021959491,0.8236554798241716,0.5895182526517644,1130.6005056870006,75.33874262119006,894.6046228569957,71.1114827672256,-6.67012624450947,1.2671549024509299
SF,2053.0,33.53238095238095,29.187285547028008,49.823095238095235,45.03495229843411,0.41089897418745414,0.35927681806854367,0.614179694133,0.5486458957050786,1.0250786683204542,0.6878788239785119,0.8198310266045791,0.5885340671951209,1130.6341217584293,75.34402606605948,894.6544814284243,71.13629808120754,-6.678906201837982,1.2673782577481847
SF,2054.0,33.38142857142857,29.099983864454824,49.72571428571429,44.98785931096539,0.40891272219395713,0.3580615703374882,0.6127781224957861,0.5480836542000782,1.0216908446897432,0.6869132238936009,0.8145628082103745,0.5876164559692618,1130.667578663191,75.34928441916905,894.7042558331863,71.16109264250777,-6.687689467081477,1.2676007995020981
SF,2055.0,33.335952380952385,29.03299744197412,49.701904761904764,44.95426739340038,0.4089895943234868,0.35706995497557653,0.6119233540285406,0.5477110695775704,1.0209129483520276,0.6862984443591988,0.8119161410423074,0.5866475830607872,1130.7009373536673,75.35450878507002,894.75396964271,71.18587849144915,-6.696474815184956,1.2678226427437023
SF,2056.0,33.23619047619048,28.95799180621941,49.578809523809525,44.90393912176109,0.4077074151730597,0.356021127539967,0.6103329801727598,0.547105270075127,1.0180403953458197,0.6853237436229667,0.8084639712416242,0.5856810568425767,1130.734223425096,75.35970514748168,894.8036099998528,71.21064567450564,-6.705261988513107,1.2680438387766972
SF,2057.0,33.14119047619048,28.89984227748302,49.53142857142858,44.84316784079379,0.40635037948886726,0.35520691041724695,0.6097974220777422,0.5463592024117461,1.0161478015666097,0.6847979733243885,0.8034051717565001,0.5843797077765047,1130.7674121155721,75.36487319295068,894.8531651189005,71.23538803054768,-6.714051544414652,1.2682644198303208
SF,2058.0,33.10190476190476,28.822281285963925,49.40690476190476,44.803847532338395,0.4060161694701795,0.3540924479401677,0.6079628839826983,0.5459015595183743,1.0139790534528774,0.6837382992635679,0.7989305719597436,0.5837737762583477,1130.8005336631911,75.37001083764828,894.902634285567,71.26011326924386,-6.722843130987141,1.268484397912664
SF,2059.0,33.010714285714286,28.75590901203163,49.40854957142857,44.751354632854515,0.40527972938806056,0.35313136595549344,0.6075950082317907,0.5452875082733297,1.0128747376198515,0.682984966096073,0.7955852048937315,0.5826449563838866,1130.833589972715,75.3751300899545,894.9520420127337,71.28482298349078,-6.731636354091605,1.2687039283493997
SF,2060.0,32.9552380952381,28.687300938764558,49.27761904761904,44.67953012843298,0.4049403138867237,0.35214998857942975,0.605477787106973,0.5444491201710592,1.0104181009936968,0.6816601566080824,0.7903944924101342,0.5818553734980113,1130.8665729489055,75.38023342078291,895.0013850970433,71.30951126827946,-6.740431357672298,1.2689229164861977
SF,2061.0,32.83166666666667,28.649796112266067,49.160952380952374,44.628837910718055,0.4036260695161031,0.35157099694555366,0.6037373686191065,0.5438499989068271,1.0073634381352097,0.6811246420344489,0.787652089875739,0.5808909543568768,1130.8994664012864,75.38531245778177,895.0506043827577,71.33416899074956,-6.749229116902734,1.2691412159186108
SF,2062.0,32.764761904761905,28.594107506807987,49.02761904761904,44.5552932693158,0.4020122513985048,0.350814254989119,0.6026843901337264,0.5429138156239841,1.0046966415322314,0.6800938324790953,0.7832643555424872,0.5798259086754963,1130.9322646155722,75.39036574775557,895.0996986684719,71.35879481927877,-6.758029736862901,1.2693588746850355
SF,2063.0,32.629285714285714,28.549876007864,48.88571428571429,44.502386348233976,0.40048242647522325,0.35013719543729044,0.6005321153320929,0.5422970738801897,1.0010145418073162,0.6793061366397326,0.7786687256654611,0.5791609823549732,1130.9649616393817,75.39538217888062,895.1486553351385,71.38339962590122,-6.76683353127123,1.2695757488059503
SF,2064.0,32.42619047619048,28.490451824265314,48.80428571428572,44.43040003146359,0.39857792259604446,0.34925473546417746,0.5987513852418447,0.5414756005213072,0.9973293078378892,0.6784774990475401,0.7752212845808545,0.5778285867118461,1130.9974893774768,75.40036343817088,895.1975003351386,71.40798202564284,-6.775641009346408,1.269791929865851
SF,2065.0,32.35309523809524,28.445554376913133,48.77857142857143,44.360632772862935,0.39818912785776334,0.34853407906851575,0.5978302084759611,0.5406656320642941,0.9960193363337245,0.6775343958079227,0.7699226123304428,0.5769919341788949,1131.029879020334,75.40532711911733,895.24629176371,71.4325288887385,-6.784450985024322,1.270007431272493
SF,2066.0,33.027073170731704,29.05351997125171,49.81219512195122,45.35736697249506,0.4063950480889982,0.35587907118087214,0.6104298951055214,0.5528144643173231,1.0168249431945195,0.6922154943374467,0.7837251479052378,0.5895424609558367,1144.3651374110739,74.00686818325907,907.4997232701419,70.32348019308614,-6.570003850443279,1.2469899452596584
SF,2067.0,32.944146341463416,28.998190356214444,49.6680487804878,45.28050872297047,0.40538270136791904,0.355079687326059,0.6085779428481006,0.5518863000534383,1.0139606442160196,0.6910818383790094,0.7793675403857016,0.5885304253348603,1144.3981230208299,74.01172654034833,907.5494633920932,70.34903969540676,-6.578795107649573,1.2472073004761364
SF,2068.0,32.92707317073171,28.963639870638918,49.64243902439024,45.23111054064951,0.4049071083365318,0.3545594465223425,0.6083450841344952,0.5512805890253072,1.013252192471027,0.6904022795924372,0.7759835639097263,0.5878655668741545,1144.4310586305862,74.01657000474499,907.5991186359956,70.37457206725291,-6.58758815123123,1.247424069307745
SF,2069.0,32.91439024390244,28.924589845528313,49.53609756097561,45.171375108500584,0.40480922448965084,0.3539637876744003,0.6069398924953516,0.5505614736245609,1.0117491169850026,0.6895084791187255,0.7715472727767471,0.5872040155056084,1144.4639793622935,74.02138870765484,907.6487079042882,70.40008378272418,-6.596382300576502,1.2476401500223466
SF,2070.0,32.790975609756096,28.869477024609647,49.366585365853666,45.10341184798749,0.40265986513616603,0.3532325717971431,0.6053524783217445,0.549701724894837,1.0080123434579107,0.688350675921891,0.766934839528769,0.5864818818189818,1144.4968320452201,74.02617266906577,907.6981592457516,70.42555909605625,-6.6051790698462804,1.2478554824678032
SF,2071.0,32.71829268292683,28.8543981324877,49.297560975609755,45.025827315404165,0.40200870996305704,0.35292685464763746,0.6041965972096295,0.5487780147070763,1.0062053071726866,0.6877306265982143,0.7624118135873036,0.5854879077016405,1144.5295866793665,74.03093439157,907.7474913189224,70.4509947307932,-6.613978611020964,1.248070187656372
SF,2072.0,33.45775,29.53450064873768,50.38875,46.037522817206046,0.41031814598154154,0.36121041266467324,0.6179317959738463,0.5610794054400686,1.0282499419553879,0.7031955240451134,0.7756778464412052,0.598582584471187,1146.2501909713508,75.83450007382618,909.0325318518953,72.2089806579125,-6.673107162823325,1.2767436234123821
